writing_intensity,tool_technology,physical_manual,social_perceptiveness,creativity_originality
0.0,0.05292750826141995,0.1831132186076077,0.005342512830341686,0.0
0.0,0.048851462539555635,0.21328664324132365,0.016842517077156283,0.0
0.0,0.06662241898636656,0.20330657517700543,0.02746539065551487,0.0
0.0,0.06588447629716958,0.19494007400651336,0.01766657684418462,0.0
0.0,0.06320647874736485,0.21831219714888808,0.0011229337044377456,0.0
0.0,0.07060697708947773,0.1800336740671108,0.013104602223780052,0.0
0.0,0.07747530562381498,0.18596965616585287,0.013545492879966427,0.0
0.0,0.040332254622120964,0.22690171629713218,0.024959606286020238,0.0
0.0,0.07847988871856362,0.17515016465843722,0.011447799608515226,0.0
0.0,0.06765346608809567,0.18865734301492612,0.019758004846398527,0.0
0.0,0.061362912000192005,0.19321062510414316,0.008739249165792521,0.0
0.0,0.07336558940551437,0.1992890057297573,0.024966462039951495,0.00802558631891741
0.0,0.05625150799450585,0.1984201943545123,0.03161956322293421,0.0
0.0,0.06386577897766475,0.19614508119616605,0.02280903690898266,0.0
0.0,0.059897630779924015,0.20696792959467933,0.021752754229057626,0.0
0.0,0.06782443773637677,0.18999676697056825,0.015621890335209483,0.0
0.0,0.0449308826901101,0.22801290289331333,0.026104546109393247,0.0
0.0,0.06981489932111433,0.19926461888536187,0.015450421265913297,0.0051524960042447976
0.0,0.060079638109824536,0.20130039221566154,0.028980575741973925,0.0
0.0,0.05769360940597144,0.21310454286246627,0.028070502092861705,0.0
0.0,0.061333463323536785,0.21008739405309224,0.017614417119608063,0.0
0.0,0.06964599446090775,0.2079979023569321,0.02926473192678673,0.0
0.0,0.06654402579266074,0.19426095678660957,0.019991022667868633,0.0013485088628549227
0.0,0.07441352317182176,0.18584940989660945,0.025739036859700384,0.0
0.0,0.06168242769050588,0.19313622124003513,0.010133963632366884,0.0
0.0,0.08396418300460834,0.19792978906425382,0.000841226308562789,0.0
0.0,0.07832035786448902,0.19805666417421186,0.01885631771031272,0.008161932702972998
0.0,0.07126497243261701,0.2006752253988567,0.02572639688747672,0.0
0.0,0.054645210662499596,0.22044105789780288,0.013837872138162573,0.0
0.0,0.05874377634167199,0.23797586160151787,0.033177184591997214,0.0
0.0,0.07692214300449425,0.18679269655582878,0.016556143081837775,0.0
0.0,0.06239359144400485,0.20340287761878603,0.022111454922371494,0.0
0.0,0.052324924011272075,0.20411813937732615,0.00883492381641791,0.0
0.0,0.03902074916801231,0.2295445980720633,0.0214772402787682,0.0
0.0,0.059556328225587145,0.22915344579286545,0.029338142380016297,0.01405844621769843
0.0,0.07515997767607271,0.19067436736158727,0.017476028569011873,0.0
0.0,0.06295503596056534,0.19938533688641363,0.018378930454986668,0.0
0.0,0.07283502946333646,0.19961633529332795,0.031070671677732663,0.0
0.0,0.051753274507134205,0.1991321775138829,0.0,0.0
0.0,0.058548047264454034,0.19652722669417377,0.01665568550416992,0.0
0.0,0.059406336357378,0.1844300873720551,0.007984730126233582,0.0007111696216461729
0.0,0.060825889150055386,0.20778854114423428,0.03099987080262701,0.0
0.0,0.08612582038429863,0.18576957653130674,0.0033881880884535512,0.0
