season,week,celebrity_name,ballroom_partner,J,f,j_share,combined_approx,is_eliminated_this_week
4,1,Apolo Anton Ohno,Julianne Hough,21.0,1.0,0.10194174757281553,1.1019417475728155,False
4,1,Billy Ray Cyrus,Karina Smirnoff,13.0,0.0,0.06310679611650485,0.06310679611650485,False
4,1,Clyde Drexler,Elena Grinenko,16.0,0.0,0.07766990291262135,0.07766990291262135,False
4,1,Heather Mills,Jonathan Roberts,18.0,0.0,0.08737864077669903,0.08737864077669903,False
4,1,Ian Ziering,Cheryl Burke,21.0,0.0,0.10194174757281553,0.10194174757281553,False
4,1,Joey Fatone,Kym Johnson,24.0,0.0,0.11650485436893204,0.11650485436893204,False
4,1,John Ratzenberger,Edyta Sliwinska,17.0,0.0,0.0825242718446602,0.0825242718446602,False
4,1,Laila Ali,Maksim Chmerkoskiy,23.0,0.0,0.11165048543689321,0.11165048543689321,False
4,1,Leeza Gibbons,Tony Dovolani,15.0,0.0,0.07281553398058252,0.07281553398058252,False
4,1,Paulina Porizkova,Alec Mazo,19.0,0.0,0.09223300970873786,0.09223300970873786,False
4,1,Shandi Finnessey,Brian Fortuna,19.0,0.0,0.09223300970873786,0.09223300970873786,False
4,2,Apolo Anton Ohno,Julianne Hough,26.0,1.0,0.10612244897959183,1.1061224489795918,False
4,2,Billy Ray Cyrus,Karina Smirnoff,21.0,0.0,0.08571428571428572,0.08571428571428572,False
4,2,Clyde Drexler,Elena Grinenko,18.0,0.0,0.07346938775510205,0.07346938775510205,False
4,2,Heather Mills,Jonathan Roberts,24.0,0.0,0.09795918367346938,0.09795918367346938,False
4,2,Ian Ziering,Cheryl Burke,22.0,0.0,0.08979591836734693,0.08979591836734693,False
4,2,Joey Fatone,Kym Johnson,24.0,0.0,0.09795918367346938,0.09795918367346938,False
4,2,John Ratzenberger,Edyta Sliwinska,21.0,0.0,0.08571428571428572,0.08571428571428572,False
4,2,Laila Ali,Maksim Chmerkoskiy,27.0,0.0,0.11020408163265306,0.11020408163265306,False
4,2,Leeza Gibbons,Tony Dovolani,21.0,0.0,0.08571428571428572,0.08571428571428572,False
4,2,Paulina Porizkova,Alec Mazo,21.0,0.0,0.08571428571428572,0.08571428571428572,True
4,2,Shandi Finnessey,Brian Fortuna,20.0,0.0,0.08163265306122448,0.08163265306122448,False
4,3,Apolo Anton Ohno,Julianne Hough,23.0,1.0,0.10550458715596331,1.1055045871559632,False
4,3,Billy Ray Cyrus,Karina Smirnoff,21.0,0.0,0.0963302752293578,0.0963302752293578,False
4,3,Clyde Drexler,Elena Grinenko,16.0,0.0,0.07339449541284404,0.07339449541284404,False
4,3,Heather Mills,Jonathan Roberts,24.0,0.0,0.11009174311926606,0.11009174311926606,False
4,3,Ian Ziering,Cheryl Burke,24.0,0.0,0.11009174311926606,0.11009174311926606,False
4,3,Joey Fatone,Kym Johnson,24.0,0.0,0.11009174311926606,0.11009174311926606,False
4,3,John Ratzenberger,Edyta Sliwinska,20.0,0.0,0.09174311926605505,0.09174311926605505,False
4,3,Laila Ali,Maksim Chmerkoskiy,21.0,0.0,0.0963302752293578,0.0963302752293578,False
4,3,Leeza Gibbons,Tony Dovolani,24.0,0.0,0.11009174311926606,0.11009174311926606,False
4,3,Shandi Finnessey,Brian Fortuna,21.0,0.0,0.0963302752293578,0.0963302752293578,True
4,4,Apolo Anton Ohno,Julianne Hough,26.0,1.0,0.1368421052631579,1.1368421052631579,False
4,4,Billy Ray Cyrus,Karina Smirnoff,21.0,0.0,0.11052631578947368,0.11052631578947368,False
4,4,Clyde Drexler,Elena Grinenko,15.0,0.0,0.07894736842105263,0.07894736842105263,False
4,4,Heather Mills,Jonathan Roberts,23.0,0.0,0.12105263157894737,0.12105263157894737,False
4,4,Ian Ziering,Cheryl Burke,24.0,0.0,0.12631578947368421,0.12631578947368421,False
4,4,Joey Fatone,Kym Johnson,28.0,0.0,0.14736842105263157,0.14736842105263157,False
4,4,John Ratzenberger,Edyta Sliwinska,16.0,0.0,0.08421052631578947,0.08421052631578947,False
4,4,Laila Ali,Maksim Chmerkoskiy,21.0,0.0,0.11052631578947368,0.11052631578947368,False
4,4,Leeza Gibbons,Tony Dovolani,16.0,0.0,0.08421052631578947,0.08421052631578947,True
4,5,Apolo Anton Ohno,Julianne Hough,30.0,1.0,0.17045454545454544,1.1704545454545454,False
4,5,Billy Ray Cyrus,Karina Smirnoff,17.0,0.0,0.09659090909090909,0.09659090909090909,False
4,5,Clyde Drexler,Elena Grinenko,13.0,0.0,0.07386363636363637,0.07386363636363637,True
4,5,Heather Mills,Jonathan Roberts,21.0,0.0,0.11931818181818182,0.11931818181818182,False
4,5,Ian Ziering,Cheryl Burke,24.0,0.0,0.13636363636363635,0.13636363636363635,False
4,5,Joey Fatone,Kym Johnson,25.0,0.0,0.14204545454545456,0.14204545454545456,False
4,5,John Ratzenberger,Edyta Sliwinska,18.0,0.0,0.10227272727272728,0.10227272727272728,False
4,5,Laila Ali,Maksim Chmerkoskiy,28.0,0.0,0.1590909090909091,0.1590909090909091,False
4,6,Apolo Anton Ohno,Julianne Hough,28.0,1.0,0.16470588235294117,1.1647058823529413,False
4,6,Billy Ray Cyrus,Karina Smirnoff,21.0,0.0,0.12352941176470589,0.12352941176470589,False
4,6,Heather Mills,Jonathan Roberts,23.0,0.0,0.13529411764705881,0.13529411764705881,True
4,6,Ian Ziering,Cheryl Burke,24.0,0.0,0.1411764705882353,0.1411764705882353,False
4,6,Joey Fatone,Kym Johnson,27.0,0.0,0.1588235294117647,0.1588235294117647,False
4,6,John Ratzenberger,Edyta Sliwinska,19.0,0.0,0.11176470588235295,0.11176470588235295,False
4,6,Laila Ali,Maksim Chmerkoskiy,28.0,0.0,0.16470588235294117,0.16470588235294117,False
4,7,Apolo Anton Ohno,Julianne Hough,27.0,1.0,0.17475728155339806,1.174757281553398,False
4,7,Billy Ray Cyrus,Karina Smirnoff,19.0,0.0,0.12297734627831715,0.12297734627831715,False
4,7,Ian Ziering,Cheryl Burke,27.0,0.0,0.17475728155339806,0.17475728155339806,False
4,7,Joey Fatone,Kym Johnson,29.5,0.0,0.19093851132686085,0.19093851132686085,False
4,7,John Ratzenberger,Edyta Sliwinska,22.5,0.0,0.14563106796116504,0.14563106796116504,True
4,7,Laila Ali,Maksim Chmerkoskiy,29.5,0.0,0.19093851132686085,0.19093851132686085,False
4,8,Apolo Anton Ohno,Julianne Hough,29.0,1.0,0.23107569721115537,1.2310756972111554,False
4,8,Billy Ray Cyrus,Karina Smirnoff,19.0,0.0,0.15139442231075698,0.15139442231075698,True
4,8,Ian Ziering,Cheryl Burke,23.5,0.0,0.18725099601593626,0.18725099601593626,False
4,8,Joey Fatone,Kym Johnson,27.5,0.0,0.21912350597609562,0.21912350597609562,False
4,8,Laila Ali,Maksim Chmerkoskiy,26.5,0.0,0.21115537848605578,0.21115537848605578,False
4,9,Apolo Anton Ohno,Julianne Hough,29.5,1.0,0.2489451476793249,1.248945147679325,False
4,9,Ian Ziering,Cheryl Burke,29.0,0.0,0.24472573839662448,0.24472573839662448,True
4,9,Joey Fatone,Kym Johnson,30.0,0.0,0.25316455696202533,0.25316455696202533,False
4,9,Laila Ali,Maksim Chmerkoskiy,30.0,0.0,0.25316455696202533,0.25316455696202533,False
4,10,Apolo Anton Ohno,Julianne Hough,29.3332,1.0,0.33976850076853665,1.3397685007685367,False
4,10,Joey Fatone,Kym Johnson,28.6665,0.0,0.3320460681848982,0.3320460681848982,False
4,10,Laila Ali,Maksim Chmerkoskiy,28.333200000000005,0.0,0.3281854310465651,0.3281854310465651,False
